,Unnamed: 0_x,년도,순위,영화명,국적,개봉전상영횟수,천만감독유무,천만배우수,원작유무,시리즈유무,블로그리뷰수,유튜브예고편수,예고편조회수,특별상영관유무,개봉특수시기,티켓값,코로나확진자수,음식물제한,음료제한,시간제한,미접종자제한,주연배우팔로워수평균,인기장르,비인기장르,12세관람가,15세관람가,청소년관람불가,관객수,거리좌석합침
111,111,2020,32,온워드: 단 하루의 기적,0,3,0,0,0,0,124,13,25672020,0,0,8741,44,0,0,0,0,36343660,0,1,0,0,0,418084,2
112,112,2020,33,소리도 없이,1,6,0,1,0,0,8462,6,1328945,0,1,8149,76,0,0,0,0,1123106,1,0,0,1,0,403424,5
113,113,2020,34,버즈 오브 프레이(할리 퀸의 황홀한 해방),0,3,0,0,1,1,291,11,7142019,1,1,7719,1,0,0,0,0,0,0,0,0,1,0,402035,0
114,114,2020,35,원더 우먼 1984,0,1,0,0,1,1,592,9,45555856,1,0,6488,907,1,0,1,0,89338699,0,0,1,0,0,390986,6
115,115,2020,37,오! 문희,1,7,0,0,0,0,258,4,10168,0,0,7483,316,0,0,0,0,111960,1,0,1,0,0,351730,5
116,116,2020,38,그린랜드,0,4,0,0,0,1,108,10,175584,0,0,9424,98,0,0,0,0,1513158,0,0,1,0,0,325869,5
117,117,2020,40,런,0,28,0,0,0,0,740,9,21097720,0,0,8605,183,0,0,0,0,2120214,0,1,0,1,0,278819,4
118,118,2020,41,뮬란,0,2,0,0,1,0,1076,16,63457884,1,0,8061,147,0,0,0,0,823373,1,0,1,0,0,236247,5
119,119,2020,42,내가 죽던 날,1,4,0,1,0,0,294,10,1481230,0,0,7504,118,0,0,0,0,525847,0,0,1,0,0,233112,3
120,120,2020,44,신비아파트 극장판 하늘도깨비 대 요르문간드,1,13,0,0,1,1,245,3,1544772,0,0,8009,0,0,0,0,0,3389,0,1,0,0,0,222234,0
121,121,2020,45,프리즌 이스케이프,0,0,0,0,1,0,102,4,11935,0,0,8125,9,0,0,0,0,99068,1,0,1,0,0,217056,4
122,122,2020,46,검객,1,15,0,0,0,0,188,6,80186,0,0,8435,120,0,0,0,0,939623,0,0,0,1,0,190237,5
123,123,2020,47,조제,1,4,0,0,1,0,936,6,954608,0,0,8496,553,1,0,1,0,10007220,1,0,0,1,0,186647,6
124,124,2020,48,사라진 시간,1,5,0,1,0,0,220,6,12908,0,0,7542,43,0,0,0,0,0,0,1,0,1,0,185802,2
125,125,2020,49,밤쉘: 세상을 바꾼 폭탄선언,0,21,0,0,0,0,161,13,31033643,0,0,8478,50,0,0,0,0,7881342,0,0,0,1,0,182026,4
126,126,2019,1,극한직업,1,124,1,3,0,0,678,8,8035373,0,1,7230,0,0,0,0,0,602894,1,0,0,1,0,16265618,0
127,127,2019,2,어벤져스: 엔드게임,0,1,1,3,1,1,2522,11,229363781,1,0,6474,0,0,0,0,0,42464411,0,0,1,0,0,13934592,0
128,128,2019,3,겨울왕국 2,0,4,1,1,0,1,1862,14,200264993,1,0,8331,0,0,0,0,0,1251746,0,1,0,0,0,13369064,0
129,129,2019,4,알라딘,0,9,1,3,1,0,1050,12,54470076,1,0,8583,0,0,0,0,0,4200975,1,0,0,0,0,12552283,0
130,130,2019,5,기생충,1,42,1,3,0,0,2209,4,7056343,1,0,8288,0,0,0,0,0,399967,0,0,0,1,0,10085275,0
131,131,2019,6,엑시트,1,188,0,0,0,0,663,6,6863291,1,0,7911,0,0,0,0,0,14248503,0,0,1,0,0,9426011,0
132,132,2019,7,스파이더맨: 파 프롬 홈,0,726,0,0,1,1,1247,12,120342690,1,0,8676,0,0,0,0,0,77035923,0,0,1,0,0,8021145,0
133,133,2019,8,백두산,1,40,0,2,0,0,867,11,1942713,0,0,8066,0,0,0,0,0,494321,0,0,1,0,0,6290502,0
134,134,2019,9,캡틴 마블,0,1,0,0,1,1,1101,14,122086342,1,0,7970,0,0,0,0,0,4944659,0,0,1,0,0,5802810,0
135,135,2019,10,조커,0,21,0,0,1,1,979,8,199325387,1,0,8349,0,0,0,0,0,0,1,0,0,1,0,5247874,0
136,136,2019,11,봉오동 전투,1,92,0,1,0,0,788,9,3569065,0,1,8672,0,0,0,0,0,3523251,0,0,0,1,0,4787538,0
137,137,2019,12,라이온 킹,0,8,0,0,1,0,1586,17,153248749,1,0,8256,0,0,0,0,0,142169760,1,0,0,0,0,4743264,0
138,138,2019,13,나쁜 녀석들: 더 무비,1,139,0,0,1,1,842,7,3659456,0,1,8234,0,0,0,0,0,188741,1,0,0,1,0,4573902,0
139,139,2019,14,82년생 김지영,1,0,0,2,1,0,745,4,690525,0,0,7918,0,0,0,0,0,1936968,0,0,1,0,0,3678156,0
140,140,2019,15,분노의 질주: 홉스&쇼,0,4,0,0,0,1,346,4,130259765,1,1,8036,0,0,0,0,0,126842001,0,0,1,0,0,3657536,0
141,141,2019,16,토이 스토리 4,0,2,0,0,0,1,805,3,2388802,1,0,7779,0,0,0,0,0,9436902,0,1,0,0,0,3400034,0
142,142,2019,17,돈,1,901,0,0,0,0,22682,4,794003,0,0,7977,0,0,0,0,0,1829486,1,0,0,1,0,3389125,0
143,143,2019,18,악인전,1,107,0,0,0,0,403,3,181663,0,0,6296,0,0,0,0,0,22072,1,0,0,0,1,3364712,0
144,144,2019,19,가장 보통의 연애,1,53,0,0,0,0,307,7,548833,0,0,7794,0,0,0,0,0,1643544,1,0,0,1,0,2924563,0
145,145,2019,20,말모이,1,1828,0,1,0,0,879,8,1552642,0,1,8105,0,0,0,0,0,93892,0,0,1,0,0,2812877,0
146,146,2019,21,증인,1,203,0,0,0,0,1267,8,3419113,0,1,7962,0,0,0,0,0,772210,0,0,1,0,0,2534748,0
147,147,2019,22,시동,1,287,0,0,0,0,1173,13,972256,0,0,10076,0,0,0,0,0,10513346,0,0,0,1,0,2525986,0
148,148,2019,23,블랙머니,1,165,0,0,0,0,390,10,6607154,0,0,8080,0,0,0,0,0,11456950,1,0,1,0,0,2478964,0
149,149,2019,24,터미네이터: 다크 페이트,0,31,0,0,0,1,397,14,45108463,0,0,5992,0,0,0,0,0,22726800,0,0,0,1,0,2409062,0
150,150,2019,25,사바하,1,41,0,1,0,0,424,4,676218,0,1,8416,0,0,0,0,0,2535620,0,1,0,1,0,2398519,0
151,151,2019,26,타짜: 원 아이드 잭,1,86,0,0,1,1,503,8,4212488,0,1,7490,0,0,0,0,0,76983,1,0,0,0,1,2229239,0
152,152,2019,27,신의 한 수: 귀수편,1,88,0,0,0,1,381,11,5863701,0,0,8043,0,0,0,0,0,0,1,0,0,1,0,2157437,0
153,153,2019,28,알리타: 배틀 엔젤,0,69,0,0,1,0,465,12,8379810,1,1,6204,0,0,0,0,0,135647,0,0,1,0,0,1952063,0
154,154,2019,29,내안의 그놈,1,150,0,0,0,0,405,11,2625933,0,1,8458,0,0,0,0,0,1071471,0,1,0,1,0,1902828,0
155,155,2019,30,뺑반,1,69,0,0,0,0,533,4,1387491,0,1,6637,0,0,0,0,0,3240602,1,0,0,1,0,1826912,0
156,156,2019,31,변신,1,68,0,0,0,0,3378,12,5173254,0,1,7755,0,0,0,0,0,0,1,0,0,1,0,1804112,0
157,157,2019,32,주먹왕 랄프 2: 인터넷 속으로,0,23,0,0,0,1,2415,10,21769554,1,1,6177,0,0,0,0,0,553956,0,1,0,0,0,1754375,0
158,158,2019,33,걸캅스,1,0,0,0,0,0,324,6,558385,0,0,8254,0,0,0,0,0,7287461,1,0,0,1,0,1629528,0
159,159,2019,34,사자,1,134,0,1,0,0,3841,9,3167418,0,0,5924,0,0,0,0,0,13717872,0,1,0,1,0,1611163,0
160,160,2019,36,드래곤 길들이기 3,0,47,0,0,1,1,450,11,9714912,1,1,7843,0,0,0,0,0,720995,0,1,0,0,0,1507922,0
161,161,2019,37,나의 특별한 형제,1,181,0,0,0,0,598,11,661498,0,0,8300,0,0,0,0,0,1826583,0,0,1,0,0,1478156,0
162,162,2019,38,어스,0,2,0,0,0,0,684,6,7048303,1,0,7855,0,0,0,0,0,4008767,1,0,0,1,0,1475087,0
163,163,2019,39,말레피센트 2,0,3,0,0,1,1,436,11,3305615,1,0,7751,0,0,0,0,0,8189366,0,1,1,0,0,1444952,0
164,164,2019,40,유열의 음악앨범,1,96,0,0,0,0,427,6,88400,0,1,5827,0,0,0,0,0,8176166,1,0,1,0,0,1245532,0
165,165,2019,41,퍼펙트맨,1,1,0,2,0,0,386,3,20822,0,0,5929,0,0,0,0,0,0,1,0,0,1,0,1240022,0
166,166,2019,42,포드 V 페라리,0,69,0,0,0,0,322,11,18576655,1,0,6534,0,0,0,0,0,0,0,0,1,0,0,1208407,0
167,167,2019,43,생일,1,47,0,1,0,0,5303,5,637569,0,0,8087,0,0,0,0,0,0,0,0,0,0,0,1197565,0
168,168,2019,44,"힘을 내요, 미스터 리",1,138,0,0,0,0,615,6,1836880,0,1,7858,0,0,0,0,0,136418,1,0,1,0,0,1181960,0
169,169,2019,45,항거:유관순 이야기,1,18,0,0,0,0,296,8,637300,0,1,6428,0,0,0,0,0,31882,0,0,1,0,0,1157949,0
170,170,2019,46,장사리 : 잊혀진 영웅들,1,37,0,0,0,0,266,9,3309317,0,1,8128,0,0,0,0,0,2111712,0,1,1,0,0,1140876,0
171,171,2019,47,마이펫의 이중생활 2,0,28,0,0,0,1,414,16,32235584,0,0,8228,0,0,0,0,0,52546599,0,1,0,0,0,1114949,0
172,172,2019,48,롱 리브 더 킹: 목포 영웅,1,86,0,1,1,0,287,10,1897536,0,0,8305,0,0,0,0,0,282285,0,0,0,1,0,1094404,0
173,173,2019,49,쥬만지: 넥스트 레벨,0,1,0,0,1,1,179,15,77542491,1,0,7809,0,0,0,0,0,169498809,0,0,1,0,0,1054963,0
174,174,2019,50,존 윅 3: 파라벨룸,0,1300,0,0,0,1,451,15,79353416,0,0,7122,0,0,0,0,0,0,0,0,0,0,1,1004365,0
175,175,2018,1,신과함께-인과 연,1,0,1,2,1,1,735,7,1922459,1,1,7769,0,0,0,0,0,689493,0,1,1,0,0,12274996,0
176,176,2018,2,어벤져스: 인피니티 워,0,1,1,3,1,1,1678,9,15256870,1,0,7070,0,0,0,0,0,37607906,0,0,1,0,0,11212710,0
177,177,2018,3,보헤미안 랩소디,0,58,0,0,0,0,429,13,78218747,1,0,6881,0,0,0,0,0,701508,0,0,1,0,0,9224582,0
178,178,2018,4,미션 임파서블: 폴아웃,0,10,0,0,1,1,632,12,42880113,1,0,6489,0,0,0,0,0,10355890,0,0,0,1,0,6584915,0
179,179,2018,5,신과함께-죄와 벌,1,62,1,3,1,1,799,9,1456206,0,0,7344,0,0,0,0,0,600118,0,1,1,0,0,5872007,0
180,180,2018,6,쥬라기 월드: 폴른 킹덤,0,1,0,0,0,1,454,10,31672119,1,0,8713,0,0,0,0,0,21059500,0,0,1,0,0,5661128,0
181,181,2018,7,앤트맨과 와스프,0,8,0,0,1,1,795,10,3590079,1,0,8471,0,0,0,0,0,1746204,0,0,1,0,0,5448134,0
182,182,2018,8,안시성,1,123,0,0,0,0,1151,8,1239245,0,1,7952,0,0,0,0,0,9433860,0,0,1,0,0,5440186,0
183,183,2018,9,블랙 팬서,0,11,0,0,1,1,1179,5,2125672,1,1,8019,0,0,0,0,0,8406210,0,0,1,0,0,5399227,0
184,184,2018,10,완벽한 타인,1,590,0,2,1,0,1051,7,1240612,0,0,6051,0,0,0,0,0,0,0,0,0,1,0,5293435,0
185,185,2018,12,독전,1,36,0,1,1,0,393,7,695243,0,0,8973,0,0,0,0,0,3523251,1,0,0,1,0,5063684,0
186,186,2018,13,공작,1,62,0,2,0,0,1124,7,1408053,0,1,7917,0,0,0,0,0,7981,0,0,1,0,0,4974520,0
187,187,2018,14,베놈,0,1,0,0,1,1,668,8,140012099,1,0,8825,0,0,0,0,0,9004533,0,0,0,1,0,3888096,0
188,188,2018,15,암수살인,1,111,0,2,0,0,577,6,1251607,0,0,8796,0,0,0,0,0,600118,1,0,0,1,0,3789321,0
189,189,2018,16,데드풀 2,0,4,0,1,1,1,1387,13,5165223,1,0,8536,0,0,0,0,0,16725334,0,0,0,0,1,3784602,0
190,190,2018,17,국가부도의 날,1,111,0,3,0,0,541,4,1399083,0,0,5976,0,0,0,0,0,955586,0,0,1,0,0,3747952,0
191,191,2018,18,코코,0,50,0,0,0,0,1040,12,40184053,1,1,7499,0,0,0,0,0,0,0,1,0,0,0,3510017,0
192,192,2018,19,아쿠아맨,0,24,0,0,1,1,693,8,2027484,1,0,7607,0,0,0,0,0,12938660,0,0,1,0,0,3491857,0
193,193,2018,20,그것만이 내 세상,1,128,0,1,0,0,450,8,638583,0,1,6055,0,0,0,0,0,494321,1,0,1,0,0,3419339,0
194,194,2018,21,마녀,1,32,0,0,0,1,956,5,341287,0,0,8688,0,0,0,0,0,1135813,0,0,0,1,0,3189091,0
195,195,2018,22,탐정: 리턴즈,1,94,0,0,0,1,438,9,672090,0,0,8208,0,0,0,0,0,4889736,1,0,0,1,0,3152872,0
196,196,2018,23,인크레더블 2,0,24,0,0,0,1,699,12,223978347,1,0,6024,0,0,0,0,0,7814337,0,1,0,0,0,3033052,0
197,197,2018,24,서치,0,48,0,0,0,0,126,8,4136659,0,1,7994,0,0,0,0,0,848530,0,0,1,0,0,2949944,0
198,198,2018,25,너의 결혼식,1,145,0,0,0,0,584,6,50270,0,1,6335,0,0,0,0,0,2017123,1,0,1,0,0,2820969,0
199,199,2018,26,곤지암,1,623,0,0,0,0,496,7,1125159,0,0,7599,0,0,0,0,0,3459272,1,0,0,1,0,2675575,0
200,200,2018,27,지금 만나러 갑니다,1,130,0,0,1,0,773,5,382007,0,0,8659,0,0,0,0,0,3643043,1,0,1,0,0,2602273,0
201,201,2018,28,목격자,1,122,0,0,0,0,990,6,342016,0,1,7444,0,0,0,0,0,32071,1,0,0,1,0,2524720,0
202,202,2018,29,조선명탐정: 흡혈괴마의 비밀,1,202,0,1,1,1,462,5,55394,0,1,8360,0,0,0,0,0,7847949,1,0,1,0,0,2444136,0
203,203,2018,30,신비한 동물들과 그린델왈드의 범죄,0,9,0,0,0,1,723,9,3709086,1,0,7773,0,0,0,0,0,13945374,1,0,1,0,0,2414062,0
204,204,2018,31,메이즈 러너: 데스 큐어,0,26,0,0,1,1,354,9,789586,1,1,7963,0,0,0,0,0,2195498,0,0,1,0,0,2299732,0
205,205,2018,32,맘마미아!2,0,898,0,0,0,1,998,16,2026603,1,1,6710,0,0,0,0,0,4521286,0,0,1,0,0,2293884,0
206,206,2018,33,레디 플레이어 원,0,9,0,0,1,0,407,18,52321255,1,0,8014,0,0,0,0,0,616388,0,0,1,0,0,2254430,0
207,207,2018,34,명당,1,64,0,0,0,1,1234,7,87725,0,1,7975,0,0,0,0,0,791108,1,0,1,0,0,2087474,0
208,208,2018,35,협상,1,125,0,0,0,0,1351,6,721819,0,1,8178,0,0,0,0,0,7168204,1,0,0,1,0,1967721,0
209,209,2018,36,마약왕,1,87,0,1,0,0,862,7,1857553,0,0,7582,0,0,0,0,0,963833,1,0,0,0,1,1813594,0
210,210,2018,37,쥬만지: 새로운 세계,0,12,0,0,1,1,286,7,2535203,1,1,7906,0,0,0,0,0,169498809,0,0,1,0,0,1708672,0
211,211,2018,38,창궐,1,61,0,1,1,0,662,8,924142,0,0,7832,0,0,0,0,0,0,0,0,0,1,0,1599290,0
212,212,2018,39,성난황소,1,1151,0,1,0,0,499,4,1944862,0,0,7799,0,0,0,0,0,2744135,1,0,0,1,0,1593386,0
213,213,2018,40,도어락,1,108,0,0,1,0,577,7,331809,0,0,5933,0,0,0,0,0,1597831,1,0,0,1,0,1559616,0
214,214,2018,41,리틀 포레스트,1,84,0,0,1,0,837,8,69441,0,1,7639,0,0,0,0,0,2796807,0,0,0,0,0,1506269,0
215,215,2018,42,골든슬럼버,1,48,0,1,1,0,492,15,959925,0,1,8089,0,0,0,0,0,2113217,1,0,0,1,0,1387508,0
216,216,2018,43,램페이지,0,14,0,0,1,0,240,9,1042792,1,0,6057,0,0,0,0,0,343225050,0,0,1,0,0,1385511,0
217,217,2018,44,궁합,1,20,0,0,0,1,913,8,1002286,0,1,8958,0,0,0,0,0,2158556,1,0,1,0,0,1340117,0
218,218,2018,45,오션스8,0,18,0,1,0,1,414,10,17582614,0,0,7665,0,0,0,0,0,25388341,0,0,1,0,0,1335829,0
219,219,2018,46,사라진 밤,1,52,0,0,1,0,260,6,31913,0,0,7580,0,0,0,0,0,255335,1,0,0,1,0,1315726,0
220,220,2018,47,스윙키즈,1,1942,0,0,1,0,1213,7,1326752,0,0,7463,0,0,0,0,0,443351,0,0,1,0,0,1258811,0
221,221,2018,48,바람 바람 바람,1,101,1,0,1,0,510,7,153980,0,0,6229,0,0,0,0,0,4000531,1,0,0,0,1,1194229,0
222,222,2018,49,PMC: 더 벙커,1,106,0,2,0,0,420,9,1483763,0,0,8674,0,0,0,0,0,0,0,0,0,1,0,1179031,0
223,223,2018,50,범블비,0,19,0,0,1,1,705,8,3022633,1,0,8152,0,0,0,0,0,18977956,0,0,1,0,0,1167150,0
224,224,2018,11,1987,1,0,0,3,0,0,1267,11,543401,0,0,5949,0,0,0,0,0,0,0,0,1,0,1,7231483,0
225,225,2020,19,1917,1,0,0,0,0,0,1662,11,61954294,1,1,8668,12154,0,0,0,0,203,0,1,0,0,0,894025,0
